,nv,id,ms,il,nj,pa,ca,ks,wi,nd,ar,tx,nh,fl,co,de,tn,mo,me,va,in,ok,mn,ri,la,ga,sd,mi,oh,nm,sc,vt,ia,ct,or,md,ny,wa,ma,az,nc,ut,ky,wy,mt,ak,ne,hi,al,dc,wv
2020-05-24,117,0,252,2508,1067,728,1739,4,324,49,148,839,60,739,203,119,421,61,17,521,476,78,730,113,93,790,95,315,502,148,197,0,416,443,38,1655,1589,243,1013,300,496,136,0,24,0,0,153,0,355,144,39
2020-05-25,75,0,204,1713,938,474,1399,25,300,38,108,623,48,879,91,156,331,74,12,1481,337,55,739,0,638,825,23,202,564,83,85,6,336,408,23,534,1249,237,596,221,719,128,0,6,0,1,219,0,687,115,17
2020-05-26,102,72,267,1178,689,452,2218,203,523,18,149,589,34,509,294,101,601,250,107,1608,361,46,647,145,334,1108,67,205,529,106,238,5,108,361,19,0,1072,116,422,222,182,92,381,7,0,2,254,0,454,109,22
2020-05-27,61,32,318,1111,847,784,3584,118,643,17,100,1361,55,379,224,30,356,273,28,911,357,90,501,142,442,2293,53,430,434,122,207,4,601,54,70,739,1129,225,527,479,511,99,125,10,2,4,363,0,381,72,0
2020-05-28,95,37,328,1527,1187,625,3507,37,611,42,254,1855,103,652,355,75,216,202,52,1155,633,44,484,142,304,677,81,500,477,110,166,2,245,271,48,1285,1768,355,675,502,786,236,105,16,4,10,267,3,524,86,118
2020-05-29,138,0,420,1622,1017,692,3169,328,727,39,245,1230,0,1211,491,65,599,212,36,1129,494,68,583,141,774,590,79,540,650,128,343,2,293,203,48,1279,1551,309,617,702,1078,331,278,15,8,5,392,2,478,46,40
2020-05-30,145,71,416,1462,774,681,3775,0,282,34,234,1332,162,925,486,186,231,296,55,1077,0,82,656,184,0,477,92,330,466,134,698,2,344,260,55,1028,1376,278,789,790,1182,0,237,6,12,5,252,3,327,179,27
2020-05-31,97,1,282,1343,53,509,2225,0,136,23,242,1949,99,740,280,76,461,179,42,996,1018,0,663,109,335,747,34,508,479,66,30,4,346,179,58,700,1110,347,704,864,0,54,0,6,10,25,185,0,491,84,27
2020-06-01,95,66,244,974,480,356,1592,289,301,49,190,593,34,667,199,107,610,264,25,791,251,108,358,63,422,810,41,137,470,107,284,2,201,531,58,611,941,282,3792,4,1582,681,338,7,4,7,258,0,397,56,14
2020-06-02,12,27,286,1614,1406,610,3648,19,509,22,373,1688,64,619,208,80,605,222,29,831,414,163,296,121,406,505,31,200,368,225,269,5,265,246,33,845,1329,179,381,1126,624,216,138,2,4,20,274,1,181,29,27
2020-06-03,154,57,295,982,523,514,3897,153,518,33,247,1703,46,1315,273,27,651,218,41,673,470,115,367,107,381,617,94,283,445,116,235,2,63,113,64,810,1045,326,414,971,895,308,236,3,2,18,265,1,126,130,30
2020-06-04,256,64,245,929,461,531,3412,0,389,27,360,1649,80,1420,301,34,357,240,30,950,385,100,405,106,420,976,85,230,488,213,349,35,689,147,75,877,1048,246,467,533,1082,313,296,6,14,9,253,2,213,104,22
2020-06-05,150,58,210,1156,791,450,3592,207,419,39,229,1693,77,1305,256,27,227,232,36,676,484,99,707,116,457,761,30,5292,477,320,445,2,387,222,96,902,1075,264,497,1578,1395,476,271,11,2,12,261,9,307,79,20
2020-06-06,227,27,269,975,537,701,3706,0,273,71,450,1940,66,1271,231,72,511,90,42,859,419,57,520,0,495,595,93,438,352,128,473,19,341,357,92,721,1108,450,576,1120,1365,529,304,6,1,10,166,9,636,70,19
2020-06-07,141,0,235,867,309,503,2701,34,193,45,323,1425,25,1176,153,97,471,46,47,1023,396,90,384,0,327,562,69,424,367,140,370,17,173,150,143,488,781,287,304,1438,918,62,0,8,5,14,89,2,457,63,6
2020-06-08,137,50,486,658,284,353,2013,215,329,18,312,638,36,967,179,30,428,289,18,822,223,54,338,201,231,868,33,278,359,122,512,12,307,125,114,428,702,311,170,788,827,463,187,11,3,13,122,1,424,57,18
2020-06-09,255,32,353,797,328,493,4197,0,265,22,340,1637,53,1097,164,48,489,292,18,495,413,157,298,49,561,649,52,309,324,45,424,8,263,85,70,505,683,314,279,619,733,246,234,12,6,15,136,6,481,85,16
2020-06-10,116,39,373,625,502,408,4011,166,406,40,290,2504,46,1372,153,36,585,302,30,440,308,118,346,65,414,693,80,198,414,144,538,11,332,170,71,561,674,275,271,1556,1078,263,175,10,8,15,154,3,555,63,16
2020-06-11,307,42,0,766,445,469,4251,0,358,39,448,1826,30,1699,148,9,427,522,31,475,411,147,447,106,433,1028,62,225,420,117,679,16,273,114,176,734,736,151,511,1411,1305,448,62,29,3,22,276,7,848,52,24
2020-06-12,216,50,607,595,369,686,4076,235,309,36,732,2097,42,1901,176,108,615,311,53,562,403,219,480,85,520,901,77,262,430,158,733,9,386,227,142,416,822,392,392,1655,1772,302,228,19,10,19,207,14,859,65,21
2020-06-13,309,46,256,673,465,463,4477,0,264,42,548,2331,48,2579,196,56,546,157,36,661,397,229,372,0,1248,887,91,159,427,96,785,6,391,306,158,656,916,367,334,1540,1570,396,276,22,15,25,111,17,887,55,25
2020-06-14,207,0,166,672,289,336,3641,0,189,22,405,1843,19,2017,112,35,541,105,36,636,366,158,303,0,292,812,64,212,299,102,840,2,345,60,100,429,694,294,199,1233,1293,351,0,8,13,29,92,5,1015,58,30
2020-06-15,83,64,279,473,217,318,2992,367,292,21,418,1254,27,1759,169,76,607,424,15,378,495,178,222,146,439,829,30,32,427,124,581,1,141,144,184,313,620,326,97,1014,984,101,201,21,7,4,139,8,1037,32,8
2020-06-16,404,79,348,623,331,362,6413,0,298,23,273,4098,21,2783,133,61,712,469,11,447,356,230,188,71,461,646,39,192,432,88,614,2,120,78,277,404,631,372,195,2392,782,561,179,10,6,3,189,4,640,19,37
2020-06-17,170,92,458,546,269,341,6435,269,449,68,416,3129,71,2608,241,43,614,428,16,442,212,263,415,49,642,1027,84,232,416,131,560,0,217,71,122,553,567,254,267,1827,979,375,168,26,17,24,185,4,400,29,27
2020-06-18,318,111,0,593,420,417,6737,0,343,0,321,3516,15,3210,229,55,409,574,42,466,456,447,373,56,0,984,51,282,700,88,977,5,359,8,147,253,618,398,271,2519,1332,561,206,29,24,34,187,18,894,56,42
2020-06-19,321,128,0,692,376,525,6746,386,425,33,699,3454,36,3822,286,112,1098,425,36,546,312,355,365,68,466,1110,39,301,603,106,1081,9,424,202,206,285,796,417,228,3245,1621,552,256,30,11,16,175,27,796,49,36
2020-06-20,407,132,0,634,320,505,6886,58,281,26,511,4430,32,4049,162,68,745,208,25,632,319,332,434,0,870,1587,90,447,533,171,1148,3,263,158,177,333,716,621,286,3110,1582,628,177,6,30,3,107,14,547,32,48
2020-06-21,304,0,0,658,322,465,5342,36,266,37,424,3866,26,3473,188,96,409,172,19,545,357,477,455,0,389,894,73,164,547,136,903,12,463,37,189,290,664,453,125,2592,1403,402,118,17,19,12,100,11,472,36,47
2020-06-22,380,250,1692,462,233,456,4332,317,280,25,521,3280,14,2936,168,45,595,609,14,466,210,217,306,122,460,1453,28,244,731,127,994,4,157,30,145,237,552,194,149,2196,802,441,88,34,16,14,150,2,432,38,20
2020-06-23,415,146,611,601,302,509,9373,33,433,6,595,5489,13,3279,188,27,626,589,25,536,241,296,243,74,1362,1666,27,262,590,146,918,1,295,115,191,368,597,516,229,3767,849,402,308,24,4,28,135,3,644,36,31
2020-06-24,362,244,524,715,182,496,9682,482,542,74,695,5551,27,5529,262,39,1017,620,19,542,269,482,292,73,882,1722,67,356,633,152,1270,20,260,14,170,309,582,482,172,1620,1469,466,222,28,40,36,130,16,967,34,32
2020-06-25,527,221,1090,894,339,579,9845,79,506,25,685,5996,16,5003,325,75,842,584,88,438,516,436,362,34,938,1831,60,431,890,199,1117,7,455,83,125,386,748,500,226,3057,1215,596,254,44,36,9,142,15,1142,31,47
2020-06-26,473,280,551,857,355,599,9400,501,586,40,682,5707,57,8936,317,56,1083,578,50,631,465,396,492,21,1354,1969,56,342,989,219,1304,2,497,65,249,584,805,489,233,3428,1689,660,241,42,29,31,177,16,974,26,54
2020-06-27,981,174,460,786,302,621,9099,36,476,0,568,5742,45,9542,227,74,979,361,0,676,455,299,418,0,0,1799,88,354,814,210,1588,7,382,147,277,437,703,549,373,3593,1722,564,309,24,23,24,245,6,897,31,47
2020-06-28,817,0,368,646,275,495,6267,194,327,37,506,5357,31,8577,281,131,264,249,37,485,357,299,517,0,1465,2056,54,267,854,190,1371,2,494,96,246,327,616,347,224,3857,1603,589,65,25,10,24,121,26,353,32,53
2020-06-29,738,432,676,738,101,501,5464,656,605,44,438,4288,13,5266,207,154,655,874,33,455,294,228,308,103,822,2840,36,275,739,173,1325,6,299,60,144,477,381,501,83,625,1338,479,114,32,56,35,147,2,1744,44,33
2020-06-30,562,366,681,724,358,618,10517,33,561,37,523,6975,22,6084,203,103,1787,878,70,595,370,584,442,49,1039,1930,51,506,744,166,1751,0,218,151,172,305,507,571,132,4672,1190,605,278,37,48,28,150,17,871,35,40
2020-07-01,645,254,653,828,291,636,10529,531,553,39,423,8076,20,6575,313,31,1654,943,31,426,359,362,417,40,2083,2881,62,364,1076,129,1512,2,349,59,275,359,752,612,261,4887,1828,446,220,31,31,48,125,0,917,38,47
2020-07-02,631,222,869,869,418,832,11231,0,614,42,877,7915,19,10109,326,221,1429,947,3,533,435,427,494,88,1383,3514,68,589,0,243,1778,17,675,74,363,505,773,716,195,3332,1640,557,237,33,89,41,157,20,1149,25,74
2020-07-03,985,402,914,868,364,667,10618,0,720,65,543,7555,35,9483,258,192,1923,632,70,655,528,525,414,50,1728,2564,84,497,2392,256,1826,9,389,71,342,538,918,624,290,4433,2083,567,297,32,44,33,232,45,1753,45,71
2020-07-04,858,376,985,862,265,632,7991,0,568,57,585,8258,0,11463,254,177,1350,322,17,717,515,580,0,0,0,2451,49,405,925,287,1847,2,568,0,294,380,724,472,210,2696,1434,695,0,24,40,5,152,7,998,12,64
2020-07-05,843,363,230,639,356,483,5385,0,437,37,607,3449,41,10059,199,28,1461,327,9,637,576,283,511,0,1936,2160,35,359,968,193,1457,11,321,0,300,291,537,651,136,3531,1326,412,0,28,45,57,87,24,1089,35,119
2020-07-06,491,318,355,614,229,450,6232,1906,582,33,437,5318,16,6336,192,165,1346,1182,17,336,503,432,433,0,1100,2072,42,322,805,251,1529,2,401,258,165,272,518,1087,163,3357,1537,525,774,41,37,26,114,25,923,33,92
2020-07-07,875,487,960,587,235,995,11770,7,616,48,262,10028,19,7347,408,121,892,1251,21,656,307,860,564,163,1938,3383,60,636,949,220,968,2,279,57,210,492,595,431,201,3653,1355,566,368,34,80,37,197,23,910,54,106
2020-07-08,516,430,675,980,185,849,12514,725,809,73,737,9979,20,9989,452,48,2154,1356,22,640,442,674,457,50,1921,2945,79,654,1277,291,1556,3,464,76,212,465,70,525,264,3520,1436,717,401,30,44,35,229,41,1178,73,157
2020-07-09,729,460,703,1018,212,718,12179,107,814,99,803,9782,21,8935,409,69,1654,1211,12,613,316,601,574,39,1843,4249,93,509,1149,234,1777,16,731,101,367,586,1192,640,295,4057,2040,662,326,28,96,61,161,36,2211,101,262
2020-07-10,872,500,1030,1317,358,1010,11175,879,950,85,752,9765,18,11433,665,121,1807,1128,0,941,725,597,603,69,2609,3911,63,624,1524,298,1723,5,891,78,268,463,783,637,213,4221,1981,866,423,23,127,43,174,28,1335,58,104
2020-07-11,932,577,791,1195,322,812,11433,90,816,89,1055,10351,33,10360,402,91,1981,648,43,851,774,687,804,0,2165,2456,55,681,1359,224,2268,6,516,0,397,557,740,0,288,3038,2450,640,451,49,80,54,242,42,1439,0,93
2020-07-12,845,0,865,954,309,578,7566,255,520,91,512,8196,30,15300,322,61,1179,439,19,887,537,456,708,0,1314,2353,42,407,1379,254,1947,13,479,0,320,642,677,1438,199,2537,1914,604,270,23,83,53,184,20,1640,46,133
2020-07-13,831,397,388,883,206,475,5883,1136,975,108,571,5655,14,12624,329,75,2324,1321,7,972,423,510,487,175,1703,1676,25,421,1257,262,1518,5,490,223,268,1151,557,1101,230,1357,1824,589,263,41,83,84,221,23,1958,99,108
2020-07-14,1104,814,846,707,375,929,11658,18,797,51,791,10745,28,9194,444,93,1831,1387,14,801,650,994,404,101,2231,5255,51,668,1145,225,2217,4,327,20,368,756,912,547,303,4273,1967,456,570,47,104,96,316,21,1709,80,148
2020-07-15,943,729,1008,1187,337,995,11565,873,986,72,568,7307,17,10181,469,78,2123,1201,19,1083,687,1075,572,52,2082,3874,80,1052,1317,327,1851,13,215,106,276,648,831,742,217,3257,1782,428,455,35,31,105,259,28,1813,50,94
2020-07-16,1353,688,1277,1257,199,781,11582,15,897,103,817,10291,26,13738,569,64,1934,1064,37,908,710,624,603,71,2280,3431,42,918,1290,296,1809,7,827,114,428,472,769,1266,234,3257,2161,116,405,41,231,53,150,19,2021,39,140
2020-07-17,1379,618,876,1384,91,1031,11055,890,987,121,648,14916,25,11691,620,241,2977,1027,9,1000,733,701,664,82,2177,3911,96,760,1678,319,1977,9,803,141,293,1070,776,755,298,3912,2052,1365,522,43,137,41,232,23,2003,0,172
2020-07-18,1184,549,1174,1276,263,764,10743,183,864,116,771,10158,24,10330,442,74,2133,649,5,936,841,914,459,0,0,4694,72,746,1542,280,1539,4,236,0,347,925,754,959,358,2742,2480,751,580,39,103,91,126,20,2143,79,112
2020-07-19,1286,0,792,965,7,786,7318,142,713,113,694,7300,14,12478,349,90,2133,488,29,1059,916,209,727,0,3115,3248,45,529,1110,235,2369,12,731,0,428,554,502,920,296,2354,1817,731,975,18,61,105,92,27,1777,67,56
2020-07-20,948,963,1251,1173,171,710,5472,1146,1115,0,700,7404,45,10347,425,105,1583,1423,30,943,636,170,242,111,3185,2652,37,526,1237,244,1448,10,282,149,269,0,519,797,256,1563,1271,536,255,61,89,53,271,12,1880,78,42
2020-07-21,815,557,1634,955,295,1024,11042,126,859,107,728,9305,14,9429,487,122,1204,1242,12,992,701,893,994,0,1692,3200,75,661,1046,302,1888,5,497,41,290,860,855,827,244,3492,1813,431,642,50,88,75,344,25,1466,88,81
2020-07-22,1220,500,1548,1598,553,633,10101,677,961,81,591,9879,33,9796,637,46,3168,1176,0,1015,762,974,496,0,2774,3065,57,660,1526,300,1660,1,380,117,254,627,695,675,287,1935,2124,550,483,50,105,99,304,17,1455,144,287
2020-07-23,1172,416,982,1624,296,964,9377,0,1118,159,1011,9507,24,10249,628,132,2002,1219,21,854,931,668,753,0,2296,4596,65,711,1445,346,1554,11,711,34,319,664,814,762,327,2335,1754,545,608,60,97,196,325,53,2399,78,101
2020-07-24,966,525,1610,1532,458,1213,8504,1038,945,247,992,8701,57,12444,667,247,2547,1129,31,1128,995,1149,754,0,2084,4758,55,639,1560,311,1983,7,490,544,392,930,750,816,338,3357,2247,855,782,58,128,62,368,59,1794,68,144
2020-07-25,928,566,1434,1426,513,1053,8261,4,954,122,729,6020,40,12197,806,4,1864,531,34,1244,920,960,779,1,0,3779,105,533,1436,314,1376,12,633,0,378,1982,760,1025,283,3748,2108,652,835,39,216,58,212,71,2125,63,127
2020-07-26,1024,347,1205,1541,505,798,5789,237,669,138,628,5810,20,9334,548,115,3102,410,13,955,841,1201,863,0,3840,2761,89,1045,890,252,1178,4,382,0,275,1128,536,787,369,1954,1621,344,315,30,87,108,212,63,1164,78,134
2020-07-27,997,520,655,1231,449,838,4153,808,786,112,809,4267,6,8866,231,116,2329,1331,19,1503,543,1249,633,0,2343,2886,49,520,1105,452,1216,4,466,207,331,0,608,685,289,1822,1620,503,520,45,38,226,275,28,1821,87,93
2020-07-28,1107,528,1342,1076,482,1112,9089,26,882,155,728,8342,59,9208,749,196,1925,1184,15,925,767,1225,472,0,1121,4195,49,790,1321,299,1651,1,262,94,328,648,534,884,254,2109,1753,397,524,70,96,127,257,47,1177,54,120
2020-07-29,871,457,1505,1393,304,829,8821,712,997,85,771,9042,13,9476,481,87,2515,1252,30,1001,625,848,741,658,1735,3309,147,1013,1396,345,1697,0,457,463,305,761,715,781,504,2332,1750,369,600,39,198,111,267,108,74,58,154
2020-07-30,993,567,1775,1772,370,874,7786,43,928,74,783,8800,31,9986,409,93,1185,1082,21,911,952,1106,741,0,1708,3961,41,806,1733,251,1697,1,649,128,409,892,777,817,414,2532,2356,464,659,57,138,98,334,125,3394,69,101
2020-07-31,1265,475,1164,1941,692,969,7236,880,1157,169,734,8839,39,9007,604,66,3593,1010,23,984,1095,771,798,0,1799,4068,78,789,1532,212,1410,7,632,142,361,1169,644,0,514,3212,1954,521,768,41,198,116,445,121,1961,79,218
2020-08-01,988,394,1086,1639,369,891,7219,38,861,133,656,9539,30,9626,459,29,1755,567,8,915,892,1240,715,0,0,3650,103,748,927,196,1553,6,439,0,334,1019,753,1738,428,2990,1730,493,572,43,71,119,32,87,1626,0,92
2020-08-02,1120,0,613,1467,321,654,5399,182,505,59,623,6226,21,7090,449,72,2179,545,21,977,682,493,749,0,3466,2932,86,436,945,220,1181,5,537,0,278,909,531,632,418,1467,1338,403,460,38,109,153,209,45,2095,69,119
2020-08-03,989,558,572,1298,264,565,3566,842,780,123,886,5303,26,4753,252,106,1080,1448,14,1318,505,392,608,0,1100,1872,63,606,931,114,1146,1,310,252,260,870,674,543,199,1023,1317,408,319,39,44,14,280,205,1216,39,116
2020-08-04,1018,561,1045,1471,0,854,7556,42,934,149,784,9167,33,5437,426,82,1806,1270,7,1157,828,854,626,0,3615,2976,58,819,1145,210,1201,4,172,48,334,710,617,663,546,1008,1628,431,689,35,81,96,240,143,1044,85,77
2020-08-05,649,473,1279,1759,741,706,7233,792,918,124,911,8706,26,5423,595,159,1761,1234,16,796,719,1108,619,628,1482,3928,88,720,1198,464,1233,7,509,113,276,572,634,701,440,1696,1124,382,535,38,115,124,222,173,952,45,106
2020-08-06,729,687,990,1953,373,807,6706,88,979,119,737,7598,23,7674,448,69,1345,1165,6,823,1050,838,856,0,1303,3191,104,765,1166,0,1295,9,604,22,250,579,705,838,231,1451,1979,575,504,29,173,45,345,52,1938,75,106
2020-08-07,975,528,1108,2084,361,758,6233,864,1175,150,996,7039,37,7671,457,79,2743,1075,17,2008,1239,854,559,0,1500,4110,120,811,1205,193,2607,3,576,75,411,801,714,696,417,1405,1545,537,545,42,154,48,319,300,1707,71,173
2020-08-08,887,566,1204,2190,368,812,6439,37,620,183,787,6959,39,8517,430,58,1798,676,12,1308,1034,817,900,0,0,4423,99,723,1292,150,3,6,369,0,375,775,703,0,420,1053,1921,295,773,12,128,54,266,231,1873,64,130
2020-08-09,810,182,525,1382,344,760,4277,60,532,89,571,4879,13,6229,335,73,2112,465,16,893,1037,492,793,0,2652,3155,127,534,879,199,1687,5,608,0,252,922,515,1481,329,820,1439,384,429,20,65,87,155,152,1159,100,126
2020-08-10,742,429,481,1319,258,601,3178,994,786,116,642,4455,9,4155,379,59,1575,1503,7,661,663,398,618,0,563,2438,59,577,885,129,694,2,255,247,226,755,476,578,275,598,620,279,273,15,62,54,190,140,1677,54,60
2020-08-11,549,498,647,1549,444,827,7067,89,549,170,385,9803,21,5813,403,65,904,1388,3,1001,867,761,331,0,1163,3558,52,867,1095,198,1007,11,194,116,284,585,667,503,392,1216,1047,340,539,32,91,173,243,118,841,89,124
2020-08-12,527,536,1079,1645,463,849,6199,743,949,86,702,6200,25,8127,314,150,1810,1401,18,772,665,670,467,687,1180,3514,102,522,1422,173,1762,6,476,4,247,541,700,549,0,706,1166,348,1153,15,166,0,321,202,935,63,136
2020-08-13,602,495,614,1834,656,992,5945,58,1073,200,652,6755,34,6236,465,118,1256,1191,19,1106,1043,708,689,0,1135,2556,81,1163,1177,171,0,6,444,95,281,776,737,640,0,1349,2983,341,738,32,139,39,218,354,773,65,142
2020-08-14,1100,545,944,2264,570,830,5200,1245,858,151,624,7018,43,6148,319,373,2529,1157,27,1218,1070,794,728,0,1296,3240,128,845,1132,172,949,17,619,115,313,715,727,800,0,929,1351,573,614,66,132,147,417,231,752,94,131
2020-08-15,859,304,824,1828,278,847,5213,38,685,124,0,8245,17,6351,299,56,1385,666,26,915,1044,900,691,0,0,3279,94,903,1112,139,1041,8,818,0,405,818,734,745,1492,933,1536,338,636,45,118,43,326,282,1271,41,163
2020-08-16,697,0,381,1562,13,662,3649,109,480,143,674,6204,8,3778,337,55,1944,556,24,929,736,540,738,0,1176,1861,155,657,617,105,611,6,632,0,244,519,607,576,394,883,1245,318,385,59,87,109,269,217,853,61,112
2020-08-17,658,465,276,1773,296,385,2678,1157,707,59,410,7908,16,2679,196,85,1410,1593,30,725,588,364,562,0,572,1829,87,485,775,88,456,12,287,357,188,503,408,260,248,468,565,263,370,44,43,95,108,173,571,53,73
2020-08-18,659,384,795,1740,305,734,5759,71,700,136,413,7282,13,3836,261,56,854,1328,16,869,846,616,348,0,640,2803,83,654,859,72,721,3,291,1,226,520,655,532,222,912,1262,264,608,32,57,60,197,134,1354,52,98
2020-08-19,383,370,1348,2295,322,571,5249,734,768,183,725,7024,19,4118,270,46,1785,1405,22,744,489,608,560,616,775,2315,123,691,950,163,740,3,598,59,193,414,631,439,352,640,1145,314,628,68,110,87,275,260,1104,29,68
2020-08-20,513,0,878,1832,149,791,4675,90,858,273,554,5303,14,4555,327,67,1346,1374,19,861,939,733,690,0,909,2755,125,532,1109,181,909,4,618,118,294,580,601,699,313,723,1983,505,690,37,117,35,218,235,940,55,174
2020-08-21,1407,667,825,2208,290,692,4681,934,936,230,886,5021,21,4684,358,38,2446,1227,33,980,1039,1090,823,0,869,2885,192,0,1066,106,1059,4,876,87,256,670,709,390,488,618,2004,462,643,56,141,57,303,228,368,60,90
2020-08-22,143,296,991,2356,529,797,4407,132,490,261,545,5559,21,4310,297,51,528,617,32,1214,1003,849,736,0,0,2583,253,1425,1113,285,916,12,787,0,287,624,653,816,144,974,1730,367,810,20,162,70,397,284,1762,65,118
2020-08-23,532,0,634,1893,148,617,3116,125,419,140,373,4398,15,2969,260,64,2436,531,17,893,615,563,716,0,1076,1715,141,761,644,98,687,4,655,0,232,579,572,417,0,204,1472,273,0,35,52,158,104,244,528,56,86
2020-08-24,408,402,508,1612,225,426,2559,1284,684,123,319,2847,27,2263,198,43,815,1719,21,658,1675,358,710,0,451,2284,149,879,848,72,559,8,429,492,209,567,408,358,662,310,1272,246,826,25,61,65,196,169,1647,49,39
2020-08-25,401,409,816,1680,302,562,5444,118,779,228,485,6346,14,2674,459,30,645,1569,12,1001,813,654,410,0,890,2128,80,953,841,66,946,6,577,29,228,377,629,331,398,867,1355,404,672,31,135,87,295,215,533,45,88
2020-08-26,249,309,861,2157,285,502,4903,1396,906,235,650,5407,11,3219,193,38,1713,1661,20,830,3179,665,533,700,842,2248,66,834,1092,198,601,4,863,180,193,440,566,459,336,206,1247,419,665,49,162,64,385,276,2010,38,148
2020-08-27,527,342,604,1707,307,618,4620,263,864,340,721,5600,35,3270,349,7,1325,1477,25,1119,1163,713,1155,0,692,2465,620,868,1244,188,511,10,1475,130,195,577,791,542,368,680,2091,377,747,0,144,49,401,306,1773,72,96
2020-08-28,656,263,619,2149,358,830,4001,1030,786,313,835,4031,22,3814,431,107,2333,1408,23,1008,823,710,849,0,604,2296,324,783,1297,123,1353,4,2535,145,293,601,636,593,460,519,1416,396,778,80,133,19,350,264,1160,57,191
2020-08-29,604,291,735,1880,348,842,3939,75,622,376,799,4762,30,3198,268,229,1128,746,56,1228,1125,1088,1016,0,0,2361,426,0,1212,136,1298,16,1081,0,238,630,635,585,446,627,2584,452,817,21,190,72,323,309,1706,74,143
2020-08-30,445,0,643,1992,292,676,2628,87,264,0,474,3824,8,2583,182,31,1534,603,19,931,881,663,929,0,1612,1239,377,1402,925,105,1064,10,987,0,262,497,698,439,199,376,1049,445,0,36,88,30,291,200,1346,34,140
2020-08-31,286,411,276,1668,347,522,2268,1336,1009,325,367,2615,0,1872,200,86,1462,1897,15,842,878,721,668,0,326,1503,188,503,892,67,675,9,607,384,159,458,656,309,304,174,1178,251,823,20,82,42,231,133,823,33,135
2020-09-01,31,280,633,1492,332,770,4358,139,625,192,274,4364,43,7504,351,84,1247,1698,22,1026,713,660,495,0,690,2214,239,785,1456,109,853,7,688,127,232,614,754,311,355,507,952,296,786,25,88,86,295,181,1557,57,256
2020-09-02,638,297,786,2128,305,813,4588,1139,705,266,618,4334,0,2454,245,36,1700,1794,19,926,867,726,737,617,956,1918,256,655,1155,152,662,3,745,102,130,456,708,434,0,519,1131,435,798,43,182,51,408,338,623,28,145
2020-09-03,0,263,752,1360,377,1164,4049,51,1538,361,969,3680,49,3567,266,104,1190,1637,50,1133,1119,909,1039,0,821,2679,334,766,1347,199,1193,3,662,101,262,693,889,483,0,1092,1650,491,897,26,180,75,456,211,1046,58,203
2020-09-04,829,269,819,5368,450,891,3682,1472,997,345,1095,5482,22,3182,367,99,1658,1524,16,1114,1038,1009,840,0,822,2076,255,993,1330,90,1628,5,1179,156,263,819,864,476,166,727,0,500,803,50,148,190,211,271,1109,51,191
2020-09-05,387,281,539,2806,324,961,3462,0,885,358,515,4486,56,3239,0,140,1118,748,0,946,1085,1146,910,0,0,2183,295,923,1339,143,963,5,1028,0,256,776,801,502,264,833,3611,64,781,16,144,61,146,220,1410,52,252
2020-09-06,506,0,411,1403,310,691,2266,81,590,289,687,2995,23,2946,332,151,2561,574,0,1198,843,425,705,0,1358,1647,219,0,776,58,658,1,751,0,188,512,729,399,271,252,1081,727,310,31,100,82,90,161,510,41,124
2020-09-07,347,188,242,1381,334,541,1974,1351,734,163,347,2060,29,1826,500,206,828,743,80,645,589,614,633,0,313,609,187,1252,773,39,602,3,571,0,145,764,520,309,174,189,1009,417,285,0,52,66,78,104,659,36,162
2020-09-08,138,316,246,1392,271,499,2325,301,915,70,295,1421,17,1803,188,59,783,2379,41,832,389,828,374,0,295,1569,107,495,660,38,334,3,329,417,166,356,557,0,547,90,721,329,263,71,64,30,526,66,633,47,82
2020-09-09,148,329,423,1337,327,933,4241,473,1543,257,383,4000,24,2169,247,0,818,2172,5,883,724,879,220,605,1504,1944,172,957,975,87,295,0,479,89,115,336,576,466,182,497,903,304,657,49,88,0,399,98,811,25,148
2020-09-10,285,307,518,1953,426,590,3606,43,1380,334,402,4018,56,2583,265,158,1153,1751,31,1236,788,771,435,0,464,1838,264,987,1122,162,416,5,821,222,183,503,757,457,363,452,1225,358,796,45,194,126,443,169,1149,25,200
2020-09-11,253,334,853,2145,474,1008,3226,876,1469,241,1107,3456,47,3649,308,93,2002,1639,42,1118,1269,940,476,0,776,1662,283,1407,1238,134,2453,8,798,233,212,646,880,547,402,528,1532,609,926,64,124,55,480,167,1138,81,166
2020-09-12,406,216,447,2121,446,919,3367,41,1423,465,398,4324,32,3189,413,167,1008,788,30,1302,1079,1021,872,0,0,2121,320,786,1242,96,933,9,0,0,280,809,849,465,444,605,1453,639,712,32,140,92,267,129,943,59,350
2020-09-13,309,112,252,1462,300,75,2339,0,958,419,1908,1845,44,2422,414,123,1334,668,41,868,1240,691,720,0,1264,1411,200,0,833,101,1886,7,1602,0,189,577,725,349,267,386,1193,620,527,49,96,90,122,112,1107,40,171
2020-09-14,279,253,153,1373,332,1184,2025,1408,1468,252,408,3970,18,1739,380,88,1400,2233,92,757,733,874,633,0,465,1013,162,1250,1080,81,807,11,409,569,148,536,583,313,235,213,838,528,337,51,86,85,406,79,701,30,124
2020-09-15,305,277,505,1466,433,1148,4158,0,1495,244,729,5342,34,3116,400,200,1601,1944,0,936,691,1091,406,0,404,1500,192,687,1006,82,799,6,511,136,178,599,766,326,302,484,1115,563,715,46,134,109,335,65,702,65,161
2020-09-16,195,284,710,1941,393,777,3748,955,2079,269,865,6026,32,2355,587,89,1911,1743,25,851,584,966,463,574,513,2211,300,767,1029,118,650,1,774,135,190,643,652,346,305,698,1135,753,750,128,189,0,431,102,925,56,220
